sample_idx,raw,ch1_volts
0,0,-4.000000
1,0,-4.000000
2,0,-4.000000
3,0,-4.000000
4,0,-4.000000
5,0,-4.000000
6,0,-4.000000
7,0,-4.000000
8,0,-4.000000
9,0,-4.000000
10,0,-4.000000
11,0,-4.000000
12,0,-4.000000
13,0,-4.000000
14,0,-4.000000
15,0,-4.000000
16,0,-4.000000
17,0,-4.000000
18,0,-4.000000
19,0,-4.000000
20,0,-4.000000
21,0,-4.000000
22,0,-4.000000
23,0,-4.000000
24,0,-4.000000
25,0,-4.000000
26,0,-4.000000
27,0,-4.000000
28,0,-4.000000
29,0,-4.000000
30,0,-4.000000
31,0,-4.000000
32,0,-4.000000
33,0,-4.000000
34,0,-4.000000
35,0,-4.000000
36,0,-4.000000
37,0,-4.000000
38,0,-4.000000
39,0,-4.000000
40,0,-4.000000
41,0,-4.000000
42,0,-4.000000
43,0,-4.000000
44,0,-4.000000
45,0,-4.000000
46,0,-4.000000
47,0,-4.000000
48,0,-4.000000
49,0,-4.000000
50,0,-4.000000
51,0,-4.000000
52,0,-4.000000
53,0,-4.000000
54,0,-4.000000
55,0,-4.000000
56,0,-4.000000
57,0,-4.000000
58,0,-4.000000
59,0,-4.000000
60,0,-4.000000
61,0,-4.000000
62,0,-4.000000
63,0,-4.000000
64,0,-4.000000
65,0,-4.000000
66,0,-4.000000
67,0,-4.000000
68,0,-4.000000
69,0,-4.000000
70,0,-4.000000
71,0,-4.000000
72,0,-4.000000
73,0,-4.000000
74,0,-4.000000
75,0,-4.000000
76,0,-4.000000
77,0,-4.000000
78,0,-4.000000
79,0,-4.000000
80,0,-4.000000
81,0,-4.000000
82,0,-4.000000
83,0,-4.000000
84,0,-4.000000
85,0,-4.000000
86,0,-4.000000
87,0,-4.000000
88,0,-4.000000
89,0,-4.000000
90,0,-4.000000
91,0,-4.000000
92,0,-4.000000
93,0,-4.000000
94,0,-4.000000
95,0,-4.000000
96,0,-4.000000
97,0,-4.000000
98,0,-4.000000
99,0,-4.000000
100,0,-4.000000
101,0,-4.000000
102,0,-4.000000
103,0,-4.000000
104,0,-4.000000
105,0,-4.000000
106,0,-4.000000
107,0,-4.000000
108,0,-4.000000
109,0,-4.000000
110,0,-4.000000
111,0,-4.000000
112,0,-4.000000
113,0,-4.000000
114,0,-4.000000
115,0,-4.000000
116,0,-4.000000
117,0,-4.000000
118,0,-4.000000
119,0,-4.000000
120,0,-4.000000
121,0,-4.000000
122,0,-4.000000
123,0,-4.000000
124,0,-4.000000
125,0,-4.000000
126,0,-4.000000
127,0,-4.000000
128,0,-4.000000
129,0,-4.000000
130,0,-4.000000
131,0,-4.000000
132,0,-4.000000
133,0,-4.000000
134,0,-4.000000
135,0,-4.000000
136,0,-4.000000
137,0,-4.000000
138,0,-4.000000
139,0,-4.000000
140,0,-4.000000
141,0,-4.000000
142,0,-4.000000
143,0,-4.000000
144,0,-4.000000
145,0,-4.000000
146,0,-4.000000
147,0,-4.000000
148,0,-4.000000
149,0,-4.000000
150,0,-4.000000
151,0,-4.000000
152,0,-4.000000
153,0,-4.000000
154,0,-4.000000
155,0,-4.000000
156,0,-4.000000
157,0,-4.000000
158,0,-4.000000
159,0,-4.000000
160,0,-4.000000
161,0,-4.000000
162,0,-4.000000
163,0,-4.000000
164,0,-4.000000
165,0,-4.000000
166,0,-4.000000
167,0,-4.000000
168,0,-4.000000
169,0,-4.000000
170,0,-4.000000
171,0,-4.000000
172,0,-4.000000
173,0,-4.000000
174,0,-4.000000
175,0,-4.000000
176,0,-4.000000
177,0,-4.000000
178,0,-4.000000
179,0,-4.000000
180,0,-4.000000
181,0,-4.000000
182,0,-4.000000
183,0,-4.000000
184,0,-4.000000
185,0,-4.000000
186,0,-4.000000
187,0,-4.000000
188,0,-4.000000
189,0,-4.000000
190,0,-4.000000
191,0,-4.000000
192,0,-4.000000
193,0,-4.000000
194,0,-4.000000
195,0,-4.000000
196,0,-4.000000
197,0,-4.000000
198,0,-4.000000
199,0,-4.000000
200,0,-4.000000
201,0,-4.000000
202,0,-4.000000
203,0,-4.000000
204,0,-4.000000
205,0,-4.000000
206,0,-4.000000
207,0,-4.000000
208,0,-4.000000
209,0,-4.000000
210,0,-4.000000
211,0,-4.000000
212,0,-4.000000
213,0,-4.000000
214,0,-4.000000
215,0,-4.000000
216,0,-4.000000
217,0,-4.000000
218,0,-4.000000
219,0,-4.000000
220,0,-4.000000
221,0,-4.000000
222,0,-4.000000
223,0,-4.000000
224,0,-4.000000
225,0,-4.000000
226,0,-4.000000
227,0,-4.000000
228,0,-4.000000
229,0,-4.000000
230,0,-4.000000
231,0,-4.000000
232,0,-4.000000
233,0,-4.000000
234,0,-4.000000
235,0,-4.000000
236,0,-4.000000
237,0,-4.000000
238,0,-4.000000
239,0,-4.000000
240,0,-4.000000
241,0,-4.000000
242,0,-4.000000
243,0,-4.000000
244,0,-4.000000
245,0,-4.000000
246,0,-4.000000
247,0,-4.000000
248,0,-4.000000
249,0,-4.000000
250,0,-4.000000
251,0,-4.000000
252,0,-4.000000
253,0,-4.000000
254,0,-4.000000
255,0,-4.000000
256,0,-4.000000
257,0,-4.000000
258,0,-4.000000
259,0,-4.000000
260,0,-4.000000
261,0,-4.000000
262,0,-4.000000
263,0,-4.000000
264,0,-4.000000
265,0,-4.000000
266,0,-4.000000
267,0,-4.000000
268,0,-4.000000
269,0,-4.000000
270,0,-4.000000
271,0,-4.000000
272,0,-4.000000
273,0,-4.000000
274,0,-4.000000
275,0,-4.000000
276,0,-4.000000
277,0,-4.000000
278,0,-4.000000
279,0,-4.000000
280,0,-4.000000
281,0,-4.000000
282,0,-4.000000
283,0,-4.000000
284,0,-4.000000
285,0,-4.000000
286,0,-4.000000
287,0,-4.000000
288,0,-4.000000
289,0,-4.000000
290,0,-4.000000
291,0,-4.000000
292,0,-4.000000
293,0,-4.000000
294,0,-4.000000
295,0,-4.000000
296,0,-4.000000
297,0,-4.000000
298,0,-4.000000
299,0,-4.000000
300,0,-4.000000
301,0,-4.000000
302,0,-4.000000
303,0,-4.000000
304,0,-4.000000
305,0,-4.000000
306,0,-4.000000
307,0,-4.000000
308,0,-4.000000
309,0,-4.000000
310,0,-4.000000
311,0,-4.000000
312,0,-4.000000
313,0,-4.000000
314,0,-4.000000
315,0,-4.000000
316,0,-4.000000
317,0,-4.000000
318,0,-4.000000
319,0,-4.000000
320,0,-4.000000
321,0,-4.000000
322,0,-4.000000
323,0,-4.000000
324,0,-4.000000
325,0,-4.000000
326,0,-4.000000
327,0,-4.000000
328,0,-4.000000
329,0,-4.000000
330,0,-4.000000
331,0,-4.000000
332,0,-4.000000
333,0,-4.000000
334,0,-4.000000
335,0,-4.000000
336,0,-4.000000
337,0,-4.000000
338,0,-4.000000
339,0,-4.000000
340,0,-4.000000
341,0,-4.000000
342,0,-4.000000
343,0,-4.000000
344,0,-4.000000
345,0,-4.000000
346,0,-4.000000
347,0,-4.000000
348,0,-4.000000
349,0,-4.000000
350,0,-4.000000
351,0,-4.000000
352,0,-4.000000
353,0,-4.000000
354,0,-4.000000
355,0,-4.000000
356,0,-4.000000
357,0,-4.000000
358,0,-4.000000
359,0,-4.000000
360,0,-4.000000
361,0,-4.000000
362,0,-4.000000
363,0,-4.000000
364,0,-4.000000
365,0,-4.000000
366,0,-4.000000
367,0,-4.000000
368,0,-4.000000
369,0,-4.000000
370,0,-4.000000
371,0,-4.000000
372,0,-4.000000
373,0,-4.000000
374,0,-4.000000
375,0,-4.000000
376,0,-4.000000
377,0,-4.000000
378,0,-4.000000
379,0,-4.000000
380,0,-4.000000
381,0,-4.000000
382,0,-4.000000
383,0,-4.000000
384,0,-4.000000
385,0,-4.000000
386,0,-4.000000
387,0,-4.000000
388,0,-4.000000
389,0,-4.000000
390,0,-4.000000
391,0,-4.000000
392,0,-4.000000
393,0,-4.000000
394,0,-4.000000
395,0,-4.000000
396,0,-4.000000
397,0,-4.000000
398,0,-4.000000
399,0,-4.000000
400,0,-4.000000
401,0,-4.000000
402,0,-4.000000
403,0,-4.000000
404,0,-4.000000
405,0,-4.000000
406,0,-4.000000
407,0,-4.000000
408,0,-4.000000
409,0,-4.000000
410,0,-4.000000
411,0,-4.000000
412,0,-4.000000
413,0,-4.000000
414,0,-4.000000
415,0,-4.000000
416,0,-4.000000
417,0,-4.000000
418,0,-4.000000
419,0,-4.000000
420,0,-4.000000
421,0,-4.000000
422,0,-4.000000
423,0,-4.000000
424,0,-4.000000
425,0,-4.000000
426,0,-4.000000
427,0,-4.000000
428,0,-4.000000
429,0,-4.000000
430,0,-4.000000
431,0,-4.000000
432,0,-4.000000
433,0,-4.000000
434,0,-4.000000
435,0,-4.000000
436,0,-4.000000
437,0,-4.000000
438,0,-4.000000
439,0,-4.000000
440,0,-4.000000
441,0,-4.000000
442,0,-4.000000
443,0,-4.000000
444,0,-4.000000
445,0,-4.000000
446,0,-4.000000
447,0,-4.000000
448,0,-4.000000
449,0,-4.000000
450,0,-4.000000
451,0,-4.000000
452,0,-4.000000
453,0,-4.000000
454,0,-4.000000
455,0,-4.000000
456,0,-4.000000
457,0,-4.000000
458,0,-4.000000
459,0,-4.000000
460,0,-4.000000
461,0,-4.000000
462,0,-4.000000
463,0,-4.000000
464,0,-4.000000
465,0,-4.000000
466,0,-4.000000
467,0,-4.000000
468,0,-4.000000
469,0,-4.000000
470,0,-4.000000
471,0,-4.000000
472,0,-4.000000
473,0,-4.000000
474,0,-4.000000
475,0,-4.000000
476,0,-4.000000
477,0,-4.000000
478,0,-4.000000
479,0,-4.000000
480,0,-4.000000
481,0,-4.000000
482,0,-4.000000
483,0,-4.000000
484,0,-4.000000
485,0,-4.000000
486,0,-4.000000
487,0,-4.000000
488,0,-4.000000
489,0,-4.000000
490,0,-4.000000
491,0,-4.000000
492,0,-4.000000
493,0,-4.000000
494,0,-4.000000
495,0,-4.000000
496,0,-4.000000
497,0,-4.000000
498,0,-4.000000
499,0,-4.000000
500,0,-4.000000
501,0,-4.000000
502,0,-4.000000
503,0,-4.000000
504,0,-4.000000
505,0,-4.000000
506,0,-4.000000
507,0,-4.000000
508,0,-4.000000
509,0,-4.000000
510,0,-4.000000
511,0,-4.000000
512,0,-4.000000
513,0,-4.000000
514,0,-4.000000
515,0,-4.000000
516,0,-4.000000
517,0,-4.000000
518,0,-4.000000
519,0,-4.000000
520,0,-4.000000
521,0,-4.000000
522,0,-4.000000
523,0,-4.000000
524,0,-4.000000
525,0,-4.000000
526,0,-4.000000
527,0,-4.000000
528,0,-4.000000
529,0,-4.000000
530,0,-4.000000
531,0,-4.000000
532,0,-4.000000
533,0,-4.000000
534,0,-4.000000
535,0,-4.000000
536,0,-4.000000
537,0,-4.000000
538,0,-4.000000
539,0,-4.000000
540,0,-4.000000
541,0,-4.000000
542,0,-4.000000
543,0,-4.000000
544,0,-4.000000
545,0,-4.000000
546,0,-4.000000
547,0,-4.000000
548,0,-4.000000
549,0,-4.000000
550,0,-4.000000
551,0,-4.000000
552,0,-4.000000
553,0,-4.000000
554,0,-4.000000
555,0,-4.000000
556,0,-4.000000
557,0,-4.000000
558,0,-4.000000
559,0,-4.000000
560,0,-4.000000
561,0,-4.000000
562,0,-4.000000
563,0,-4.000000
564,0,-4.000000
565,0,-4.000000
566,0,-4.000000
567,0,-4.000000
568,0,-4.000000
569,0,-4.000000
570,0,-4.000000
571,0,-4.000000
572,0,-4.000000
573,0,-4.000000
574,0,-4.000000
575,0,-4.000000
576,0,-4.000000
577,0,-4.000000
578,0,-4.000000
579,0,-4.000000
580,0,-4.000000
581,0,-4.000000
582,0,-4.000000
583,0,-4.000000
584,0,-4.000000
585,0,-4.000000
586,0,-4.000000
587,0,-4.000000
588,0,-4.000000
589,0,-4.000000
590,0,-4.000000
591,0,-4.000000
592,0,-4.000000
593,0,-4.000000
594,0,-4.000000
595,0,-4.000000
596,0,-4.000000
597,0,-4.000000
598,0,-4.000000
599,0,-4.000000
600,0,-4.000000
601,0,-4.000000
602,0,-4.000000
603,0,-4.000000
604,0,-4.000000
605,0,-4.000000
606,0,-4.000000
607,0,-4.000000
608,0,-4.000000
609,0,-4.000000
610,0,-4.000000
611,0,-4.000000
612,0,-4.000000
613,0,-4.000000
614,0,-4.000000
615,0,-4.000000
616,0,-4.000000
617,0,-4.000000
618,0,-4.000000
619,0,-4.000000
620,0,-4.000000
621,0,-4.000000
622,0,-4.000000
623,0,-4.000000
624,0,-4.000000
625,0,-4.000000
626,0,-4.000000
627,0,-4.000000
628,0,-4.000000
629,0,-4.000000
630,0,-4.000000
631,0,-4.000000
632,0,-4.000000
633,0,-4.000000
634,0,-4.000000
635,0,-4.000000
636,0,-4.000000
637,0,-4.000000
638,0,-4.000000
639,0,-4.000000
640,0,-4.000000
641,0,-4.000000
642,0,-4.000000
643,0,-4.000000
644,0,-4.000000
645,0,-4.000000
646,0,-4.000000
647,0,-4.000000
648,0,-4.000000
649,0,-4.000000
650,0,-4.000000
651,0,-4.000000
652,0,-4.000000
653,0,-4.000000
654,0,-4.000000
655,0,-4.000000
656,0,-4.000000
657,0,-4.000000
658,0,-4.000000
659,0,-4.000000
660,0,-4.000000
661,0,-4.000000
662,0,-4.000000
663,0,-4.000000
664,0,-4.000000
665,0,-4.000000
666,0,-4.000000
667,0,-4.000000
668,0,-4.000000
669,0,-4.000000
670,0,-4.000000
671,0,-4.000000
672,0,-4.000000
673,0,-4.000000
674,0,-4.000000
675,0,-4.000000
676,0,-4.000000
677,0,-4.000000
678,0,-4.000000
679,0,-4.000000
680,0,-4.000000
681,0,-4.000000
682,0,-4.000000
683,0,-4.000000
684,0,-4.000000
685,0,-4.000000
686,0,-4.000000
687,0,-4.000000
688,0,-4.000000
689,0,-4.000000
690,0,-4.000000
691,0,-4.000000
692,0,-4.000000
693,0,-4.000000
694,0,-4.000000
695,0,-4.000000
696,0,-4.000000
697,0,-4.000000
698,0,-4.000000
699,0,-4.000000
700,0,-4.000000
701,0,-4.000000
702,0,-4.000000
703,0,-4.000000
704,0,-4.000000
705,0,-4.000000
706,0,-4.000000
707,0,-4.000000
708,0,-4.000000
709,0,-4.000000
710,0,-4.000000
711,0,-4.000000
712,0,-4.000000
713,0,-4.000000
714,0,-4.000000
715,0,-4.000000
716,0,-4.000000
717,0,-4.000000
718,0,-4.000000
719,0,-4.000000
720,0,-4.000000
721,0,-4.000000
722,0,-4.000000
723,0,-4.000000
724,0,-4.000000
725,0,-4.000000
726,0,-4.000000
727,0,-4.000000
728,0,-4.000000
729,0,-4.000000
730,0,-4.000000
731,0,-4.000000
732,0,-4.000000
733,0,-4.000000
734,0,-4.000000
735,0,-4.000000
736,0,-4.000000
737,0,-4.000000
738,0,-4.000000
739,0,-4.000000
740,0,-4.000000
741,0,-4.000000
742,0,-4.000000
743,0,-4.000000
744,0,-4.000000
745,0,-4.000000
746,0,-4.000000
747,0,-4.000000
748,0,-4.000000
749,0,-4.000000
750,0,-4.000000
751,0,-4.000000
752,0,-4.000000
753,0,-4.000000
754,0,-4.000000
755,0,-4.000000
756,0,-4.000000
757,0,-4.000000
758,0,-4.000000
759,0,-4.000000
760,0,-4.000000
761,0,-4.000000
762,0,-4.000000
763,0,-4.000000
764,0,-4.000000
765,0,-4.000000
766,0,-4.000000
767,0,-4.000000
768,0,-4.000000
769,0,-4.000000
770,0,-4.000000
771,0,-4.000000
772,0,-4.000000
773,0,-4.000000
774,0,-4.000000
775,0,-4.000000
776,0,-4.000000
777,0,-4.000000
778,0,-4.000000
779,0,-4.000000
780,0,-4.000000
781,0,-4.000000
782,0,-4.000000
783,0,-4.000000
784,0,-4.000000
785,0,-4.000000
786,0,-4.000000
787,0,-4.000000
788,0,-4.000000
789,0,-4.000000
790,0,-4.000000
791,0,-4.000000
792,0,-4.000000
793,0,-4.000000
794,0,-4.000000
795,0,-4.000000
796,0,-4.000000
797,0,-4.000000
798,0,-4.000000
799,0,-4.000000
800,0,-4.000000
801,0,-4.000000
802,0,-4.000000
803,0,-4.000000
804,0,-4.000000
805,0,-4.000000
806,0,-4.000000
807,0,-4.000000
808,0,-4.000000
809,0,-4.000000
810,0,-4.000000
811,0,-4.000000
812,0,-4.000000
813,0,-4.000000
814,0,-4.000000
815,0,-4.000000
816,0,-4.000000
817,0,-4.000000
818,0,-4.000000
819,0,-4.000000
820,0,-4.000000
821,0,-4.000000
822,0,-4.000000
823,0,-4.000000
824,0,-4.000000
825,0,-4.000000
826,0,-4.000000
827,0,-4.000000
828,0,-4.000000
829,0,-4.000000
830,0,-4.000000
831,0,-4.000000
832,0,-4.000000
833,0,-4.000000
834,0,-4.000000
835,0,-4.000000
836,0,-4.000000
837,0,-4.000000
838,0,-4.000000
839,0,-4.000000
840,0,-4.000000
841,0,-4.000000
842,0,-4.000000
843,0,-4.000000
844,0,-4.000000
845,0,-4.000000
846,0,-4.000000
847,0,-4.000000
848,0,-4.000000
849,0,-4.000000
850,0,-4.000000
851,0,-4.000000
852,0,-4.000000
853,0,-4.000000
854,0,-4.000000
855,0,-4.000000
856,0,-4.000000
857,0,-4.000000
858,0,-4.000000
859,0,-4.000000
860,0,-4.000000
861,0,-4.000000
862,0,-4.000000
863,0,-4.000000
864,0,-4.000000
865,0,-4.000000
866,0,-4.000000
867,0,-4.000000
868,0,-4.000000
869,0,-4.000000
870,0,-4.000000
871,0,-4.000000
872,0,-4.000000
873,0,-4.000000
874,0,-4.000000
875,0,-4.000000
876,0,-4.000000
877,0,-4.000000
878,0,-4.000000
879,0,-4.000000
880,0,-4.000000
881,0,-4.000000
882,0,-4.000000
883,0,-4.000000
884,0,-4.000000
885,0,-4.000000
886,0,-4.000000
887,0,-4.000000
888,0,-4.000000
889,0,-4.000000
890,0,-4.000000
891,0,-4.000000
892,0,-4.000000
893,0,-4.000000
894,0,-4.000000
895,0,-4.000000
896,0,-4.000000
897,0,-4.000000
898,0,-4.000000
899,0,-4.000000
900,0,-4.000000
901,0,-4.000000
902,0,-4.000000
903,0,-4.000000
904,0,-4.000000
905,0,-4.000000
906,0,-4.000000
907,0,-4.000000
908,0,-4.000000
909,0,-4.000000
910,0,-4.000000
911,0,-4.000000
912,0,-4.000000
913,0,-4.000000
914,0,-4.000000
915,0,-4.000000
916,0,-4.000000
917,0,-4.000000
918,0,-4.000000
919,0,-4.000000
920,0,-4.000000
921,0,-4.000000
922,0,-4.000000
923,0,-4.000000
924,0,-4.000000
925,0,-4.000000
926,0,-4.000000
927,0,-4.000000
928,0,-4.000000
929,0,-4.000000
930,0,-4.000000
931,0,-4.000000
932,0,-4.000000
933,0,-4.000000
934,0,-4.000000
935,0,-4.000000
936,0,-4.000000
937,0,-4.000000
938,0,-4.000000
939,0,-4.000000
940,0,-4.000000
941,0,-4.000000
942,0,-4.000000
943,0,-4.000000
944,0,-4.000000
945,0,-4.000000
946,0,-4.000000
947,0,-4.000000
948,0,-4.000000
949,0,-4.000000
950,0,-4.000000
951,0,-4.000000
952,0,-4.000000
953,0,-4.000000
954,0,-4.000000
955,0,-4.000000
956,0,-4.000000
957,0,-4.000000
958,0,-4.000000
959,0,-4.000000
960,0,-4.000000
961,0,-4.000000
962,0,-4.000000
963,0,-4.000000
964,0,-4.000000
965,0,-4.000000
966,0,-4.000000
967,0,-4.000000
968,0,-4.000000
969,0,-4.000000
970,0,-4.000000
971,0,-4.000000
